family,stream,candidate,mode,condition,target,expected,completed,nrmse,coverage95,interval_width
N1,discovery,legacy_w,full,combined,clean_HbR,16,16,0.6023965911556698,0.6953125,0.009674834541907729
N1,discovery,legacy_w,full,drift,r,16,16,0.7395120302377071,0.8828125,0.16202182380193259
N1,discovery,legacy_w,full,drift,clean_EEG,16,16,0.7395120302377071,0.8828125,0.16202182380193259
N1,discovery,legacy_w,full,drift,clean_HbO,16,16,0.3420089490674042,0.6103515625,0.02993186298625407
N1,discovery,legacy_w,full,drift,clean_HbR,16,16,0.28368274889176437,0.826171875,0.01056662643043872
N1,discovery,legacy_w,full,correlated_hb,r,16,16,0.6247608496916153,0.9326171875,0.1612304210061943
N1,discovery,legacy_w,full,correlated_hb,clean_EEG,16,16,0.6247608496916153,0.9326171875,0.1612304210061943
N1,discovery,legacy_w,full,correlated_hb,clean_HbO,16,16,0.2073127344346437,0.845703125,0.03125381252990366
N1,discovery,legacy_w,full,correlated_hb,clean_HbR,16,16,0.22494424232094234,0.884765625,0.01107548855715841
N1,discovery,legacy_w,full,outliers,r,16,16,0.6481308762393403,0.8984375,0.16241649197487312
N1,discovery,legacy_w,full,outliers,clean_EEG,16,16,0.6481308762393403,0.8984375,0.16241649197487312
N1,discovery,legacy_w,full,outliers,clean_HbO,16,16,0.21355860226347073,0.822265625,0.029918505046303192
N1,discovery,legacy_w,full,outliers,clean_HbR,16,16,0.23360374749642587,0.8720703125,0.0108067653428953
N1,discovery,legacy_w,full,independent_pairing,r,16,16,1.1914968678772577,0.7197265625,0.16101594365444782
N1,discovery,legacy_w,full,independent_pairing,clean_EEG,16,16,1.1914968678772577,0.7197265625,0.16101594365444782
N1,discovery,legacy_w,full,independent_pairing,clean_HbO,16,16,0.32846799805376636,0.6796875,0.031720592144329644
N1,discovery,legacy_w,full,independent_pairing,clean_HbR,16,16,0.32517962754680085,0.7685546875,0.011130437391052933
N1,discovery,legacy_w,EEG_only,matched_student_t,r,16,16,0.5305483201736606,0.9677734375,0.1736175004019684
N1,discovery,legacy_w,EEG_only,matched_student_t,clean_EEG,16,16,0.5305483201736606,0.9677734375,0.1736175004019684
N1,discovery,legacy_w,EEG_only,matched_student_t,clean_HbO,16,16,0.729618514219784,0.796875,0.10459376436574716
N1,discovery,legacy_w,EEG_only,matched_student_t,clean_HbR,16,16,0.7434120623857987,0.8212890625,0.03288334559717782
N1,discovery,legacy_w,EEG_only,combined,r,16,16,0.998393014231908,0.6865234375,0.17226025197063938
N1,discovery,legacy_w,EEG_only,combined,clean_EEG,16,16,0.611821110264996,0.943359375,0.17226025197063938
N1,discovery,legacy_w,EEG_only,combined,clean_HbO,16,16,1.8460809972046863,0.7451171875,0.10170313678152068
N1,discovery,legacy_w,EEG_only,combined,clean_HbR,16,16,2.186165748591799,0.7802734375,0.031927529230329724
N1,discovery,legacy_w,EEG_only,drift,r,16,16,0.7362108757636971,0.9130859375,0.17320708312191951
N1,discovery,legacy_w,EEG_only,drift,clean_EEG,16,16,0.7362108757636971,0.9130859375,0.17320708312191951
N1,discovery,legacy_w,EEG_only,drift,clean_HbO,16,16,0.8407007276836538,0.8037109375,0.0973605368705202
N1,discovery,legacy_w,EEG_only,drift,clean_HbR,16,16,0.8242341812850729,0.8134765625,0.03023991233010613
N1,discovery,legacy_w,EEG_only,correlated_hb,r,16,16,0.6015059812457976,0.9619140625,0.171746884743743
N1,discovery,legacy_w,EEG_only,correlated_hb,clean_EEG,16,16,0.6015059812457976,0.9619140625,0.171746884743743
N1,discovery,legacy_w,EEG_only,correlated_hb,clean_HbO,16,16,0.617435068160894,0.8310546875,0.10031984000405669
N1,discovery,legacy_w,EEG_only,correlated_hb,clean_HbR,16,16,0.6012019146179424,0.849609375,0.031589355923229985
N1,discovery,legacy_w,EEG_only,outliers,r,16,16,0.6109234792644906,0.9423828125,0.1740654169531375
N1,discovery,legacy_w,EEG_only,outliers,clean_EEG,16,16,0.6109234792644906,0.9423828125,0.1740654169531375
N1,discovery,legacy_w,EEG_only,outliers,clean_HbO,16,16,0.7963659079317305,0.787109375,0.10502807694306746
N1,discovery,legacy_w,EEG_only,outliers,clean_HbR,16,16,0.818581972184006,0.8193359375,0.0331187610568246
N1,discovery,legacy_w,EEG_only,independent_pairing,r,16,16,0.6425013585485364,0.96484375,0.17104528962069437
N1,discovery,legacy_w,EEG_only,independent_pairing,clean_EEG,16,16,0.6425013585485364,0.96484375,0.17104528962069437
N1,discovery,legacy_w,EEG_only,independent_pairing,clean_HbO,16,16,2.142409658326086,0.4970703125,0.10021413449761402
N1,discovery,legacy_w,EEG_only,independent_pairing,clean_HbR,16,16,2.1934780158181995,0.5556640625,0.03140248274353115
N1,discovery,legacy_w,fNIRS_only,matched_student_t,r,16,16,0.9085448164980284,0.8916015625,0.2262810422325306
N1,discovery,legacy_w,fNIRS_only,matched_student_t,clean_EEG,16,16,0.9085448164980284,0.8916015625,0.2262810422325306
N1,discovery,legacy_w,fNIRS_only,matched_student_t,clean_HbO,16,16,0.19531023871268816,0.8955078125,0.03164815258670929
N1,discovery,legacy_w,fNIRS_only,matched_student_t,clean_HbR,16,16,0.1879537005845015,0.9296875,0.010989546187561077
N1,discovery,legacy_w,fNIRS_only,combined,r,16,16,0.9616655778941509,0.861328125,0.22179590724905696
N1,discovery,legacy_w,fNIRS_only,combined,clean_EEG,16,16,1.100047742618686,0.79296875,0.22179590724905696
N1,discovery,legacy_w,fNIRS_only,combined,clean_HbO,16,16,0.3676025629325136,0.826171875,0.02757662854284707
N1,discovery,legacy_w,fNIRS_only,combined,clean_HbR,16,16,0.6025570199936183,0.728515625,0.009923404779289716
N1,discovery,legacy_w,fNIRS_only,drift,r,16,16,0.9507244420910905,0.8955078125,0.22761608432973773
N1,discovery,legacy_w,fNIRS_only,drift,clean_EEG,16,16,0.9507244420910905,0.8955078125,0.22761608432973773
N1,discovery,legacy_w,fNIRS_only,drift,clean_HbO,16,16,0.3429639443123249,0.611328125,0.03194388896909327
N1,discovery,legacy_w,fNIRS_only,drift,clean_HbR,16,16,0.2865691726539732,0.8193359375,0.010909752369308683
N1,discovery,legacy_w,fNIRS_only,correlated_hb,r,16,16,0.8969568186564199,0.908203125,0.2284102023896552
N1,discovery,legacy_w,fNIRS_only,correlated_hb,clean_EEG,16,16,0.8969568186564199,0.908203125,0.2284102023896552
N1,discovery,legacy_w,fNIRS_only,correlated_hb,clean_HbO,16,16,0.2004938048800744,0.9091796875,0.033578156140728344
N1,discovery,legacy_w,fNIRS_only,correlated_hb,clean_HbR,16,16,0.21983513932331322,0.8896484375,0.011518853312946907
N1,discovery,legacy_w,fNIRS_only,outliers,r,16,16,0.8772458622073369,0.8935546875,0.22621469101264058
N1,discovery,legacy_w,fNIRS_only,outliers,clean_EEG,16,16,0.8772458622073369,0.8935546875,0.22621469101264058
N1,discovery,legacy_w,fNIRS_only,outliers,clean_HbO,16,16,0.1919832338853025,0.9013671875,0.031975258058908065
N1,discovery,legacy_w,fNIRS_only,outliers,clean_HbR,16,16,0.21318957559830254,0.9248046875,0.011188319339381473
N1,discovery,legacy_w,fNIRS_only,independent_pairing,r,16,16,1.9386884004975178,0.625,0.22647977148361323
N1,discovery,legacy_w,fNIRS_only,independent_pairing,clean_EEG,16,16,1.9386884004975178,0.625,0.22647977148361323
N1,discovery,legacy_w,fNIRS_only,independent_pairing,clean_HbO,16,16,0.20360657189873263,0.8798828125,0.03150853345619427
N1,discovery,legacy_w,fNIRS_only,independent_pairing,clean_HbR,16,16,0.22132071318997254,0.9326171875,0.0109700478952784
N1,assessment,baseline,full,matched_student_t,r,16,16,0.550494247359898,0.947265625,0.14906357126412245
N1,assessment,baseline,full,matched_student_t,clean_EEG,16,16,0.550494247359898,0.947265625,0.14906357126412245
N1,assessment,baseline,full,matched_student_t,clean_HbO,16,16,0.2012778201717023,0.9404296875,0.03195606861223681
N1,assessment,baseline,full,matched_student_t,clean_HbR,16,16,0.22445450907920958,0.927734375,0.011085970304385424
N1,assessment,baseline,full,combined,r,16,16,0.853173513506308,0.755859375,0.1491395748376808
N1,assessment,baseline,full,combined,clean_EEG,16,16,0.7984743709592058,0.78125,0.1491395748376808
N1,assessment,baseline,full,combined,clean_HbO,16,16,0.49402884959861937,0.697265625,0.029567978504438725
N1,assessment,baseline,full,combined,clean_HbR,16,16,0.5513031938730419,0.7890625,0.010330919709628645
N1,assessment,baseline,full,drift,r,16,16,0.57421558275638,0.916015625,0.1503222538627273
N1,assessment,baseline,full,drift,clean_EEG,16,16,0.57421558275638,0.916015625,0.1503222538627273
N1,assessment,baseline,full,drift,clean_HbO,16,16,0.3304116526126023,0.697265625,0.03239309640980707
N1,assessment,baseline,full,drift,clean_HbR,16,16,0.31112118440113323,0.7939453125,0.011282512729996027
N1,assessment,baseline,full,correlated_hb,r,16,16,0.5381507767795408,0.951171875,0.1502825027068705
N1,assessment,baseline,full,correlated_hb,clean_EEG,16,16,0.5381507767795408,0.951171875,0.1502825027068705
N1,assessment,baseline,full,correlated_hb,clean_HbO,16,16,0.19313568494881372,0.8974609375,0.03375640410698798
N1,assessment,baseline,full,correlated_hb,clean_HbR,16,16,0.1889958326464282,0.9384765625,0.011369082319134024
N1,assessment,baseline,full,outliers,r,16,16,0.5741052210749575,0.9453125,0.14979868896268114
N1,assessment,baseline,full,outliers,clean_EEG,16,16,0.5741052210749575,0.9453125,0.14979868896268114
N1,assessment,baseline,full,outliers,clean_HbO,16,16,0.15936673750953012,0.9462890625,0.03230591231167361
N1,assessment,baseline,full,outliers,clean_HbR,16,16,0.18371897142651544,0.947265625,0.011023569488294449
N1,assessment,baseline,full,independent_pairing,r,16,16,1.2587631971686,0.5859375,0.15096336855432685
N1,assessment,baseline,full,independent_pairing,clean_EEG,16,16,1.2587631971686,0.5859375,0.15096336855432685
N1,assessment,baseline,full,independent_pairing,clean_HbO,16,16,0.2916204705033234,0.7919921875,0.03429587745301242
N1,assessment,baseline,full,independent_pairing,clean_HbR,16,16,0.26521575553823684,0.8447265625,0.011199169560306631
N1,assessment,baseline,EEG_only,matched_student_t,r,16,16,0.662442708732628,0.927734375,0.1718488292258029
N1,assessment,baseline,EEG_only,matched_student_t,clean_EEG,16,16,0.662442708732628,0.927734375,0.1718488292258029
N1,assessment,baseline,EEG_only,matched_student_t,clean_HbO,16,16,0.6375717562156122,0.9130859375,0.10383462762460283
N1,assessment,baseline,EEG_only,matched_student_t,clean_HbR,16,16,0.6550651343735323,0.9443359375,0.03162531040359316
N1,assessment,baseline,EEG_only,combined,r,16,16,0.8755892078842435,0.7890625,0.17353825310341783
N1,assessment,baseline,EEG_only,combined,clean_EEG,16,16,0.6321261116749226,0.9404296875,0.17353825310341783
N1,assessment,baseline,EEG_only,combined,clean_HbO,16,16,2.4548573292158213,0.693359375,0.10026983936464727
N1,assessment,baseline,EEG_only,combined,clean_HbR,16,16,2.659912749058928,0.6767578125,0.030108403648683415
N1,assessment,baseline,EEG_only,drift,r,16,16,0.6865453431101687,0.8955078125,0.17304736025444023
N1,assessment,baseline,EEG_only,drift,clean_EEG,16,16,0.6865453431101687,0.8955078125,0.17304736025444023
N1,assessment,baseline,EEG_only,drift,clean_HbO,16,16,0.7823552658245218,0.8466796875,0.1003117611689721
N1,assessment,baseline,EEG_only,drift,clean_HbR,16,16,0.8290587739287575,0.822265625,0.030015990421579132
N1,assessment,baseline,EEG_only,correlated_hb,r,16,16,0.6021664534445287,0.94921875,0.17215120063397488
N1,assessment,baseline,EEG_only,correlated_hb,clean_EEG,16,16,0.6021664534445287,0.94921875,0.17215120063397488
N1,assessment,baseline,EEG_only,correlated_hb,clean_HbO,16,16,0.4658928194088944,0.9111328125,0.10062814657979123
N1,assessment,baseline,EEG_only,correlated_hb,clean_HbR,16,16,0.475222450983275,0.9306640625,0.030280366250082517
N1,assessment,baseline,EEG_only,outliers,r,16,16,0.6484457110459911,0.9462890625,0.1731118789009678
N1,assessment,baseline,EEG_only,outliers,clean_EEG,16,16,0.6484457110459911,0.9462890625,0.1731118789009678
N1,assessment,baseline,EEG_only,outliers,clean_HbO,16,16,0.5164352653077654,0.9609375,0.10456061403247388
N1,assessment,baseline,EEG_only,outliers,clean_HbR,16,16,0.49371585838998966,0.9775390625,0.0313238322685348
N1,assessment,baseline,EEG_only,independent_pairing,r,16,16,0.6298995059187631,0.9453125,0.17313431086220038
N1,assessment,baseline,EEG_only,independent_pairing,clean_EEG,16,16,0.6298995059187631,0.9453125,0.17313431086220038
N1,assessment,baseline,EEG_only,independent_pairing,clean_HbO,16,16,2.1704948119060123,0.4208984375,0.10393366863449546
N1,assessment,baseline,EEG_only,independent_pairing,clean_HbR,16,16,2.1844055249292835,0.4599609375,0.03130664409102046
N1,assessment,baseline,fNIRS_only,matched_student_t,r,16,16,0.7088779741359961,0.9365234375,0.19105674017356944
N1,assessment,baseline,fNIRS_only,matched_student_t,clean_EEG,16,16,0.7088779741359961,0.9365234375,0.19105674017356944
N1,assessment,baseline,fNIRS_only,matched_student_t,clean_HbO,16,16,0.2249296969396186,0.931640625,0.03478216397918738
N1,assessment,baseline,fNIRS_only,matched_student_t,clean_HbR,16,16,0.23730252020883422,0.921875,0.011541536599631239
N1,assessment,baseline,fNIRS_only,combined,r,16,16,1.0058349454673234,0.791015625,0.18746061571730457
N1,assessment,baseline,fNIRS_only,combined,clean_EEG,16,16,1.0195156881213783,0.76171875,0.18746061571730457
N1,assessment,baseline,fNIRS_only,combined,clean_HbO,16,16,0.4318734482542508,0.755859375,0.0308160033674341
N1,assessment,baseline,fNIRS_only,combined,clean_HbR,16,16,0.5147174200322611,0.8115234375,0.010509346206200285
N1,assessment,baseline,fNIRS_only,drift,r,16,16,0.7148645308572472,0.9404296875,0.19197913533172534
N1,assessment,baseline,fNIRS_only,drift,clean_EEG,16,16,0.7148645308572472,0.9404296875,0.19197913533172534
N1,assessment,baseline,fNIRS_only,drift,clean_HbO,16,16,0.33361316756266296,0.7177734375,0.03531605309418975
N1,assessment,baseline,fNIRS_only,drift,clean_HbR,16,16,0.3189984079689263,0.80859375,0.011741154294709311
N1,assessment,baseline,fNIRS_only,correlated_hb,r,16,16,0.6929730262783848,0.94921875,0.1936280556402547
N1,assessment,baseline,fNIRS_only,correlated_hb,clean_EEG,16,16,0.6929730262783848,0.94921875,0.1936280556402547
N1,assessment,baseline,fNIRS_only,correlated_hb,clean_HbO,16,16,0.20547103799648186,0.908203125,0.03696480145087532
N1,assessment,baseline,fNIRS_only,correlated_hb,clean_HbR,16,16,0.1998627189353164,0.9248046875,0.011916648752640573
N1,assessment,baseline,fNIRS_only,outliers,r,16,16,0.702097111951152,0.947265625,0.19177230066492554
N1,assessment,baseline,fNIRS_only,outliers,clean_EEG,16,16,0.702097111951152,0.947265625,0.19177230066492554
N1,assessment,baseline,fNIRS_only,outliers,clean_HbO,16,16,0.17463205041937402,0.9482421875,0.03522671712690173
N1,assessment,baseline,fNIRS_only,outliers,clean_HbR,16,16,0.19883120610426464,0.9375,0.011532789762163917
N1,assessment,baseline,fNIRS_only,independent_pairing,r,16,16,1.520620354490417,0.5869140625,0.1917763909991813
N1,assessment,baseline,fNIRS_only,independent_pairing,clean_EEG,16,16,1.520620354490417,0.5869140625,0.1917763909991813
N1,assessment,baseline,fNIRS_only,independent_pairing,clean_HbO,16,16,0.20411462081909665,0.93359375,0.034803405515840144
N1,assessment,baseline,fNIRS_only,independent_pairing,clean_HbR,16,16,0.21476181935491756,0.921875,0.011279487795415318
N1,assessment,legacy_w,full,matched_student_t,r,16,16,0.6657571274044424,0.896484375,0.16082451424604777
N1,assessment,legacy_w,full,matched_student_t,clean_EEG,16,16,0.6657571274044424,0.896484375,0.16082451424604777
N1,assessment,legacy_w,full,matched_student_t,clean_HbO,16,16,0.24266529562077666,0.8017578125,0.029776743958165534
N1,assessment,legacy_w,full,matched_student_t,clean_HbR,16,16,0.24748459155024383,0.8828125,0.010693350754373266
N1,assessment,legacy_w,full,combined,r,16,16,0.7763323554274442,0.8115234375,0.16123245234723224
N1,assessment,legacy_w,full,combined,clean_EEG,16,16,0.6537758715895758,0.8955078125,0.16123245234723224
N1,assessment,legacy_w,full,combined,clean_HbO,16,16,0.472384773602013,0.703125,0.026485043263180196
N1,assessment,legacy_w,full,combined,clean_HbR,16,16,0.5495006693843282,0.7822265625,0.009826050921615925
N1,assessment,legacy_w,full,drift,r,16,16,0.6844375609327942,0.87890625,0.1620508858082582
N1,assessment,legacy_w,full,drift,clean_EEG,16,16,0.6844375609327942,0.87890625,0.1620508858082582
N1,assessment,legacy_w,full,drift,clean_HbO,16,16,0.3421939629250577,0.6328125,0.030486773783383322
N1,assessment,legacy_w,full,drift,clean_HbR,16,16,0.3041960173913112,0.7919921875,0.010948107693604141
N1,assessment,legacy_w,full,correlated_hb,r,16,16,0.6504561036823254,0.8984375,0.1616082613851534
N1,assessment,legacy_w,full,correlated_hb,clean_EEG,16,16,0.6504561036823254,0.8984375,0.1616082613851534
N1,assessment,legacy_w,full,correlated_hb,clean_HbO,16,16,0.23547068469824486,0.7841796875,0.03137482565949755
N1,assessment,legacy_w,full,correlated_hb,clean_HbR,16,16,0.2318783225156488,0.826171875,0.010950322915981064
N1,assessment,legacy_w,full,outliers,r,16,16,0.6941401975189734,0.888671875,0.16169777174297092
N1,assessment,legacy_w,full,outliers,clean_EEG,16,16,0.6941401975189734,0.888671875,0.16169777174297092
N1,assessment,legacy_w,full,outliers,clean_HbO,16,16,0.19942746616005796,0.8369140625,0.029992698280410707
N1,assessment,legacy_w,full,outliers,clean_HbR,16,16,0.2106053193359566,0.876953125,0.010619773941010451
N1,assessment,legacy_w,full,independent_pairing,r,16,16,1.0292695320923062,0.71875,0.16222225604339374
N1,assessment,legacy_w,full,independent_pairing,clean_EEG,16,16,1.0292695320923062,0.71875,0.16222225604339374
N1,assessment,legacy_w,full,independent_pairing,clean_HbO,16,16,0.3443226055760634,0.6357421875,0.0309939237820398
N1,assessment,legacy_w,full,independent_pairing,clean_HbR,16,16,0.3046447997573978,0.7470703125,0.010633069437362464
N1,assessment,legacy_w,EEG_only,matched_student_t,r,16,16,0.6624427087326279,0.927734375,0.1718488292258028
N1,assessment,legacy_w,EEG_only,matched_student_t,clean_EEG,16,16,0.6624427087326279,0.927734375,0.1718488292258028
N1,assessment,legacy_w,EEG_only,matched_student_t,clean_HbO,16,16,0.7942732279221834,0.7666015625,0.10341881463289458
N1,assessment,legacy_w,EEG_only,matched_student_t,clean_HbR,16,16,0.771948895383164,0.8017578125,0.032483423413593414
N1,assessment,legacy_w,EEG_only,combined,r,16,16,0.8755892078842435,0.7890625,0.1735382531034179
N1,assessment,legacy_w,EEG_only,combined,clean_EEG,16,16,0.6321261116749225,0.9404296875,0.1735382531034179
N1,assessment,legacy_w,EEG_only,combined,clean_HbO,16,16,1.9129461465116562,0.7958984375,0.09987197976377313
N1,assessment,legacy_w,EEG_only,combined,clean_HbR,16,16,2.1104843622659017,0.7744140625,0.031168283058945215
